transaction_id,items,basket_size
id_2223,"['frankfurter', 'whole_milk', 'rolls/buns', 'newspapers']",4
id_2224,"['frozen_fruits', 'soda', 'specialty_bar']",3
id_2225,"['hard_cheese', 'pasta', 'soda', 'waffles']",4
id_2226,"['dessert', 'yogurt']",2
id_2228,"['other_vegetables', 'condensed_milk', 'soda']",3
id_2229,"['yogurt', 'rolls/buns']",2
id_2230,"['packaged_fruit/vegetables', 'pastry']",2
id_2232,"['cat_food', 'misc_beverages', 'female_sanitary_products']",3
id_2233,"['root_vegetables', 'herbs', 'other_vegetables']",3
id_2234,"['tropical_fruit', 'rolls/buns', 'misc_beverages']",3
id_2235,"['whole_milk', 'white_bread']",2
id_2237,"['whole_milk', 'butter', 'sugar']",3
id_2238,"['whole_milk', 'bottled_water', 'soda', 'chewing_gum']",4
id_2241,"['root_vegetables', 'dog_food', 'bottled_water']",3
id_2242,"['tropical_fruit', 'seasonal_products']",2
id_2245,"['whole_milk', 'butter', 'soda', 'chocolate']",4
id_2246,"['soda', 'waffles']",2
id_2248,"['beverages', 'photo/film']",2
id_2249,"['hygiene_articles', 'photo/film']",2
id_2251,"['pastry', 'bottled_water', 'specialty_chocolate']",3
id_2252,"['rolls/buns', 'pickled_vegetables']",2
id_2254,"['instant_coffee', 'long_life_bakery_product']",2
id_2255,"['liver_loaf', 'tropical_fruit', 'other_vegetables']",3
id_2259,"['root_vegetables', 'whole_milk', 'hard_cheese', 'specialty_cheese']",4
id_2260,"['waffles', 'specialty_chocolate']",2
id_2262,"['soda', 'specialty_bar']",2
id_2264,"['whole_milk', 'margarine', 'soda']",3
id_2265,"['whole_milk', 'domestic_eggs', 'rolls/buns', 'fruit/vegetable_juice']",4
id_2266,"['whole_milk', 'brown_bread']",2
id_2271,"['whole_milk', 'frozen_meals', 'bottled_water']",3
id_2274,"['citrus_fruit', 'root_vegetables', 'frozen_vegetables', 'chewing_gum']",4
id_2275,"['dish_cleaner', 'shopping_bags']",2
id_2277,"['rolls/buns', 'soda']",2
id_2278,"['beverages', 'rolls/buns', 'soda', 'seasonal_products']",4
id_2280,"['whole_milk', 'newspapers']",2
id_2282,"['meat', 'curd', 'whipped/sour_cream', 'roll_products']",4
id_2284,"['soda', 'chewing_gum']",2
id_2286,"['chicken', 'candy']",2
id_2287,"['other_vegetables', 'rolls/buns']",2
id_2290,"['ice_cream', 'rolls/buns', 'chocolate']",3
id_2293,"['fish', 'specialty_chocolate']",2
id_2294,"['tropical_fruit', 'whole_milk', 'butter', 'syrup']",4
id_2295,"['uht-milk', 'canned_fish']",2
id_2297,"['frozen_meals', 'soda', 'specialty_chocolate']",3
id_2298,"['berries', 'brown_bread']",2
id_2299,"['yogurt', 'beverages', 'soda', 'shopping_bags']",4
id_2301,"['brown_bread', 'seasonal_products']",2
id_2302,"['domestic_eggs', 'waffles', 'napkins']",3
id_2303,"['rolls/buns', 'white_bread']",2
id_2304,"['pip_fruit', 'bottled_water']",2
id_2306,"['whole_milk', 'fruit/vegetable_juice', 'chewing_gum', 'shopping_bags']",4
id_2307,"['onions', 'whole_milk']",2
id_2308,"['other_vegetables', 'whole_milk']",2
id_2309,"['other_vegetables', 'cream_cheese']",2
id_2310,"['fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",3
id_2312,"['other_vegetables', 'whole_milk', 'dessert', 'chewing_gum']",4
id_2313,"['chocolate', 'specialty_chocolate']",2
id_2314,"['frankfurter', 'whole_milk', 'white_bread', 'brown_bread']",4
id_2317,"['root_vegetables', 'herbs']",2
id_2320,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'chewing_gum']",4
id_2321,"['tropical_fruit', 'whole_milk', 'newspapers', 'shopping_bags']",4
id_2325,"['other_vegetables', 'semi-finished_bread']",2
id_2326,"['meat', 'other_vegetables', 'salty_snack']",3
id_2328,"['whole_milk', 'brown_bread']",2
id_2329,"['coffee', 'instant_coffee']",2
id_2330,"['rolls/buns', 'pastry']",2
id_2331,"['ice_cream', 'semi-finished_bread']",2
id_2332,"['liver_loaf', 'whole_milk', 'rolls/buns', 'soda']",4
id_2333,"['chewing_gum', 'seasonal_products']",2
id_2334,"['soda', 'salty_snack', 'cake_bar', 'candy']",4
id_2335,"['chicken', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4
id_2338,"['soft_cheese', 'ice_cream']",2
id_2339,"['whole_milk', 'white_bread', 'newspapers']",3
id_2342,"['pastry', 'instant_coffee']",2
id_2343,"['citrus_fruit', 'yogurt', 'whipped/sour_cream', 'shopping_bags']",4
id_2348,"['ice_cream', 'soda']",2
id_2349,"['root_vegetables', 'other_vegetables', 'white_bread', 'baking_powder']",4
id_2350,"['other_vegetables', 'fruit/vegetable_juice', 'salty_snack', 'napkins']",4
id_2351,"['coffee', 'tea']",2
id_2355,"['other_vegetables', 'coffee', 'soda', 'dental_care']",4
id_2356,"['misc_beverages', 'dishes']",2
id_2357,"['whole_milk', 'meat_spreads', 'fruit/vegetable_juice']",3
id_2358,"['chicken', 'yogurt', 'whipped/sour_cream']",3
id_2359,"['dessert', 'specialty_chocolate']",2
id_2360,"['pastry', 'margarine', 'coffee']",3
id_2361,"['onions', 'frozen_meals']",2
id_2365,"['pastry', 'soda']",2
id_2366,"['whole_milk', 'hard_cheese', 'rolls/buns', 'bottled_water']",4
id_2368,"['pip_fruit', 'whole_milk']",2
id_2369,"['instant_food_products', 'soda']",2
id_2373,"['meat', 'whole_milk', 'yogurt']",3
id_2374,"['whipped/sour_cream', 'frozen_vegetables']",2
id_2375,"['tropical_fruit', 'whipped/sour_cream', 'hygiene_articles']",3
id_2377,"['bottled_water', 'waffles', 'chocolate']",3
id_2378,"['beef', 'specialty_chocolate']",2
id_2380,"['frankfurter', 'rolls/buns']",2
id_2381,"['uht-milk', 'mustard']",2
id_2382,"['whole_milk', 'brown_bread']",2
id_2383,"['butter_milk', 'brown_bread']",2
id_2385,"['chicken', 'rolls/buns', 'bottled_water']",3
id_2386,"['whole_milk', 'cat_food']",2
id_2388,"['sliced_cheese', 'rolls/buns']",2
id_2389,"['butter_milk', 'yogurt']",2
id_2390,"['butter', 'yogurt']",2
id_2392,"['tropical_fruit', 'whole_milk', 'newspapers']",3
id_2393,"['softener', 'newspapers']",2
id_2394,"['rolls/buns', 'pastry', 'semi-finished_bread']",3
id_2395,"['tropical_fruit', 'whole_milk']",2
id_2398,"['other_vegetables', 'whole_milk', 'specialty_cheese']",3
id_2400,"['margarine', 'misc_beverages']",2
id_2402,"['salt', 'salty_snack']",2
id_2405,"['other_vegetables', 'whole_milk', 'salty_snack']",3
id_2407,"['frankfurter', 'processed_cheese', 'soda']",3
id_2409,"['frankfurter', 'beef', 'whole_milk']",3
id_2410,"['fish', 'uht-milk', 'cream_cheese', 'ice_cream']",4
id_2411,"['chewing_gum', 'specialty_bar']",2
id_2412,"['uht-milk', 'soda', 'detergent']",3
id_2415,"['meat', 'rolls/buns', 'misc_beverages']",3
id_2416,"['pip_fruit', 'rolls/buns', 'snack_products']",3
id_2417,"['other_vegetables', 'whole_milk', 'butter_milk', 'margarine']",4
id_2418,"['whole_milk', 'butter_milk', 'cream_cheese', 'coffee']",4
id_2419,"['yogurt', 'rolls/buns']",2
id_2420,"['pip_fruit', 'soda']",2
id_2421,"['whole_milk', 'domestic_eggs']",2
id_2423,"['bottled_water', 'newspapers']",2
id_2427,"['bottled_water', 'soda']",2
id_2429,"['citrus_fruit', 'curd', 'yogurt', 'newspapers']",4
id_2430,"['whole_milk', 'curd', 'oil', 'margarine']",4
id_2431,"['fruit/vegetable_juice', 'pot_plants']",2
id_2433,"['other_vegetables', 'cream_cheese']",2
id_2435,"['pip_fruit', 'pastry']",2
id_2437,"['whole_milk', 'sugar', 'cat_food']",3
id_2438,"['beef', 'rolls/buns']",2
id_2439,"['pastry', 'coffee', 'chewing_gum']",3
id_2440,"['tropical_fruit', 'bottled_water']",2
id_2442,"['root_vegetables', 'other_vegetables', 'cream_cheese', 'chocolate']",4
id_2444,"['whole_milk', 'yogurt']",2
id_2445,"['whole_milk', 'rolls/buns', 'bottled_water']",3
id_2447,"['detergent', 'photo/film']",2
id_2448,"['other_vegetables', 'whole_milk']",2
id_2449,"['fruit/vegetable_juice', 'waffles']",2
id_2451,"['pip_fruit', 'pastry', 'margarine']",3
id_2452,"['zwieback', 'cat_food', 'dish_cleaner']",3
id_2453,"['root_vegetables', 'rolls/buns']",2
id_2455,"['whole_milk', 'rolls/buns', 'baking_powder', 'chocolate']",4
id_2456,"['pip_fruit', 'whole_milk', 'frozen_vegetables', 'bottled_water']",4
id_2457,"['meat', 'whole_milk', 'rolls/buns']",3
id_2460,"['root_vegetables', 'white_bread', 'brown_bread']",3
id_2462,"['grapes', 'other_vegetables', 'whole_milk', 'sugar']",4
id_2465,"['citrus_fruit', 'other_vegetables']",2
id_2466,"['chicken', 'beef', 'other_vegetables']",3
id_2467,"['other_vegetables', 'hard_cheese', 'newspapers']",3
id_2469,"['frozen_potato_products', 'rolls/buns', 'brown_bread']",3
id_2471,"['other_vegetables', 'whole_milk', 'margarine']",3
id_2472,"['pip_fruit', 'other_vegetables', 'fruit/vegetable_juice']",3
id_2473,"['frozen_meals', 'ice_cream', 'frozen_potato_products']",3
id_2475,"['whole_milk', 'frozen_fish', 'rolls/buns', 'pickled_vegetables']",4
id_2477,"['mayonnaise', 'rolls/buns', 'soda', 'specialty_chocolate']",4
id_2478,"['rolls/buns', 'fruit/vegetable_juice']",2
id_2479,"['hard_cheese', 'candles']",2
id_2480,"['bottled_water', 'newspapers']",2
id_2482,"['citrus_fruit', 'domestic_eggs', 'jam']",3
id_2483,"['domestic_eggs', 'specialty_chocolate']",2
id_2484,"['frankfurter', 'citrus_fruit', 'rolls/buns', 'soda']",4
id_2485,"['white_bread', 'misc_beverages', 'long_life_bakery_product']",3
id_2487,"['frankfurter', 'rolls/buns', 'bottled_water']",3
id_2491,"['beverages', 'newspapers']",2
id_2492,"['butter', 'brown_bread', 'seasonal_products']",3
id_2493,"['salt', 'cling_film/bags']",2
id_2494,"['beef', 'root_vegetables', 'whole_milk', 'margarine']",4
id_2496,"['curd', 'semi-finished_bread', 'baking_powder']",3
id_2497,"['fruit/vegetable_juice', 'chewing_gum']",2
id_2498,"['frankfurter', 'whole_milk', 'cream_cheese', 'specialty_chocolate']",4
id_2499,"['citrus_fruit', 'root_vegetables', 'other_vegetables']",3
id_2500,"['tropical_fruit', 'curd']",2
id_2501,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4
id_2502,"['beef', 'other_vegetables', 'whipped/sour_cream', 'newspapers']",4
id_2503,"['whole_milk', 'butter', 'rolls/buns']",3
id_2505,"['whole_milk', 'bottled_water']",2
id_2507,"['chicken', 'frozen_vegetables', 'frozen_meals', 'frozen_dessert']",4
id_2508,"['whole_milk', 'rolls/buns']",2
id_2511,"['whole_milk', 'butter_milk']",2
id_2512,"['citrus_fruit', 'other_vegetables', 'yogurt']",3
id_2513,"['other_vegetables', 'whole_milk', 'yogurt', 'rolls/buns']",4
id_2515,"['rolls/buns', 'fruit/vegetable_juice']",2
id_2516,"['frozen_vegetables', 'rolls/buns']",2
id_2517,"['other_vegetables', 'curd', 'margarine']",3
id_2521,"['other_vegetables', 'whole_milk', 'bottled_water']",3
id_2525,"['ice_cream', 'brown_bread']",2
id_2526,"['pastry', 'soda']",2
id_2527,"['onions', 'other_vegetables', 'soda', 'fruit/vegetable_juice']",4
id_2530,"['other_vegetables', 'whole_milk', 'yogurt']",3
id_2533,"['yogurt', 'rolls/buns']",2
id_2536,"['whole_milk', 'curd', 'pastry']",3
id_2537,"['frankfurter', 'pip_fruit', 'whole_milk', 'soda']",4
id_2539,"['whole_milk', 'mayonnaise', 'soda', 'newspapers']",4
id_2540,"['condensed_milk', 'soda']",2
id_2541,"['margarine', 'long_life_bakery_product', 'candles']",3
id_2542,"['whole_milk', 'pet_care']",2
id_2543,"['processed_cheese', 'rolls/buns', 'soda', 'flower_(seeds)']",4
id_2545,"['whole_milk', 'rolls/buns', 'newspapers']",3
id_2546,"['turkey', 'beef', 'semi-finished_bread']",3
id_2547,"['other_vegetables', 'napkins']",2
id_2549,"['hard_cheese', 'salt', 'canned_vegetables']",3
id_2550,"['other_vegetables', 'curd_cheese']",2
id_2551,"['chicken', 'flower_(seeds)']",2
id_2552,"['other_vegetables', 'newspapers']",2
id_2553,"['chicken', 'other_vegetables', 'dessert', 'soda']",4
id_2555,"['bottled_water', 'soda']",2
id_2556,"['soda', 'candy']",2
id_2557,"['whipped/sour_cream', 'long_life_bakery_product', 'napkins', 'pot_plants']",4
id_2558,"['onions', 'other_vegetables']",2
id_2559,"['frozen_vegetables', 'soda']",2
id_2560,"['pip_fruit', 'frozen_meals', 'ice_cream', 'fruit/vegetable_juice']",4
id_2561,"['tropical_fruit', 'root_vegetables', 'domestic_eggs']",3
id_2564,"['margarine', 'soda']",2
id_2566,"['domestic_eggs', 'pastry']",2
id_2567,"['condensed_milk', 'pastry', 'female_sanitary_products', 'shopping_bags']",4
id_2569,"['tropical_fruit', 'whole_milk', 'beverages', 'rolls/buns']",4
id_2570,"['root_vegetables', 'other_vegetables', 'specialty_chocolate']",3
id_2571,"['citrus_fruit', 'soda', 'misc_beverages']",3
id_2574,"['waffles', 'newspapers']",2
id_2575,"['beverages', 'uht-milk', 'zwieback', 'misc_beverages']",4
id_2577,"['salty_snack', 'chocolate']",2
id_2579,"['white_bread', 'brown_bread']",2
id_2581,"['whole_milk', 'frozen_vegetables', 'pastry', 'cleaner']",4
id_2584,"['butter_milk', 'hard_cheese', 'instant_coffee']",3
id_2585,"['sugar', 'coffee']",2
id_2589,"['soups', 'canned_vegetables']",2
id_2591,"['bottled_water', 'soda', 'female_sanitary_products']",3
id_2592,"['other_vegetables', 'whole_milk', 'brown_bread']",3
id_2593,"['frankfurter', 'other_vegetables']",2
id_2594,"['domestic_eggs', 'pastry', 'hygiene_articles']",3
id_2596,"['tropical_fruit', 'oil']",2
id_2599,"['pastry', 'soda']",2
id_2602,"['other_vegetables', 'condensed_milk', 'coffee', 'detergent']",4
id_2603,"['whole_milk', 'pastry']",2
id_2604,"['root_vegetables', 'onions', 'other_vegetables', 'whole_milk']",4
id_2606,"['tropical_fruit', 'other_vegetables', 'yogurt', 'chewing_gum']",4
id_2607,"['specialty_chocolate', 'photo/film']",2
id_2609,"['other_vegetables', 'frozen_meals', 'domestic_eggs']",3
id_2610,"['tropical_fruit', 'other_vegetables', 'newspapers']",3
id_2611,"['tropical_fruit', 'other_vegetables', 'yogurt']",3
id_2613,"['misc_beverages', 'waffles', 'candy']",3
id_2615,"['other_vegetables', 'yogurt', 'white_bread']",3
id_2617,"['other_vegetables', 'chocolate_marshmallow']",2
id_2618,"['whole_milk', 'butter']",2
id_2619,"['misc_beverages', 'napkins']",2
id_2620,"['whole_milk', 'whipped/sour_cream', 'cream_cheese', 'soda']",4
id_2621,"['chicken', 'other_vegetables']",2
id_2622,"['dessert', 'long_life_bakery_product']",2
id_2623,"['soda', 'soap']",2
id_2624,"['root_vegetables', 'whipped/sour_cream']",2
id_2625,"['soda', 'misc_beverages']",2
id_2626,"['chicken', 'root_vegetables']",2
id_2627,"['beverages', 'specialty_bar']",2
id_2629,"['chicken', 'soda']",2
id_2630,"['citrus_fruit', 'bottled_water', 'dishes']",3
id_2632,"['tropical_fruit', 'yogurt', 'rolls/buns']",3
id_2633,"['tropical_fruit', 'other_vegetables', 'pickled_vegetables']",3
id_2635,"['cream_cheese', 'spread_cheese']",2
id_2636,"['rolls/buns', 'specialty_bar']",2
id_2637,"['meat', 'tropical_fruit', 'other_vegetables', 'candy']",4
id_2638,"['brown_bread', 'sauces', 'pet_care']",3
id_2640,"['uht-milk', 'brown_bread', 'coffee', 'shopping_bags']",4
id_2642,"['whole_milk', 'butter_milk']",2
id_2644,"['brown_bread', 'jam', 'fruit/vegetable_juice']",3
id_2646,"['other_vegetables', 'baking_powder', 'napkins']",3
id_2648,"['whole_milk', 'bottled_water']",2
id_2650,"['pastry', 'jam']",2
id_2651,"['beverages', 'bottled_water', 'long_life_bakery_product']",3
id_2652,"['tropical_fruit', 'packaged_fruit/vegetables', 'sliced_cheese']",3
id_2653,"['beef', 'root_vegetables', 'white_bread', 'soda']",4
id_2655,"['rolls/buns', 'bottled_water', 'dental_care', 'shopping_bags']",4
id_2656,"['domestic_eggs', 'salty_snack', 'popcorn', 'napkins']",4
id_2657,"['whole_milk', 'jam', 'canned_fish', 'waffles']",4
id_2660,"['whole_milk', 'cake_bar']",2
id_2662,"['hard_cheese', 'rolls/buns', 'sugar', 'candy']",4
id_2663,"['yogurt', 'margarine', 'fruit/vegetable_juice', 'shopping_bags']",4
id_2664,"['whole_milk', 'yogurt']",2
id_2665,"['citrus_fruit', 'newspapers']",2
id_2667,"['whipped/sour_cream', 'frozen_vegetables', 'hygiene_articles']",3
id_2668,"['yogurt', 'beverages', 'frozen_meals', 'long_life_bakery_product']",4
id_2669,"['pastry', 'soda']",2
id_2670,"['berries', 'pastry', 'seasonal_products', 'shopping_bags']",4
id_2672,"['domestic_eggs', 'soda', 'cake_bar']",3
id_2673,"['curd', 'rolls/buns', 'long_life_bakery_product']",3
id_2675,"['spread_cheese', 'rolls/buns', 'canned_fish']",3
id_2676,"['coffee', 'soda']",2
id_2677,"['other_vegetables', 'whole_milk', 'rolls/buns']",3
id_2679,"['dessert', 'fruit/vegetable_juice', 'long_life_bakery_product', 'waffles']",4
id_2680,"['whole_milk', 'whipped/sour_cream']",2
id_2683,"['frankfurter', 'whole_milk', 'mustard', 'chewing_gum']",4
id_2684,"['berries', 'root_vegetables', 'whole_milk']",3
id_2685,"['whole_milk', 'margarine']",2
id_2687,"['frankfurter', 'rolls/buns', 'chocolate']",3
id_2688,"['beef', 'butter']",2
id_2690,"['whole_milk', 'soda']",2
id_2691,"['pip_fruit', 'whole_milk']",2
id_2693,"['frankfurter', 'rolls/buns', 'soda', 'specialty_bar']",4
id_2695,"['soda', 'seasonal_products']",2
id_2697,"['chewing_gum', 'specialty_chocolate']",2
id_2699,"['flour', 'sugar']",2
id_2700,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'flower_soil/fertilizer']",4
id_2701,"['pip_fruit', 'berries', 'yogurt']",3
id_2702,"['yogurt', 'margarine']",2
id_2705,"['whole_milk', 'cereals']",2
id_2707,"['whole_milk', 'margarine']",2
id_2709,"['pastry', 'soda']",2
id_2710,"['frozen_meals', 'soda']",2
id_2711,"['root_vegetables', 'whole_milk', 'curd']",3
id_2713,"['dessert', 'frozen_meals', 'soda', 'seasonal_products']",4
id_2714,"['soda', 'fruit/vegetable_juice']",2
id_2715,"['beef', 'cat_food', 'newspapers']",3
id_2716,"['citrus_fruit', 'whipped/sour_cream']",2
id_2717,"['berries', 'whipped/sour_cream', 'domestic_eggs']",3
id_2718,"['meat', 'chicken', 'other_vegetables', 'whole_milk']",4
id_2720,"['yogurt', 'domestic_eggs']",2
id_2723,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'ice_cream']",4
id_2726,"['soda', 'nut_snack', 'flower_(seeds)']",3
id_2727,"['fruit/vegetable_juice', 'hygiene_articles', 'napkins']",3
id_2729,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'curd']",4
id_2730,"['whipped/sour_cream', 'frozen_vegetables', 'newspapers']",3
id_2731,"['yogurt', 'sliced_cheese', 'frozen_meals']",3
id_2732,"['chicken', 'other_vegetables']",2
id_2734,"['tropical_fruit', 'mustard', 'sauces']",3
id_2735,"['butter', 'curd']",2
id_2739,"['candy', 'photo/film']",2
id_2742,"['whipped/sour_cream', 'brown_bread']",2
id_2743,"['tropical_fruit', 'whole_milk', 'candles']",3
id_2744,"['rolls/buns', 'specialty_chocolate']",2
id_2745,"['pastry', 'soda']",2
id_2746,"['citrus_fruit', 'yogurt', 'canned_fruit']",3
id_2748,"['soda', 'snack_products', 'detergent']",3
id_2750,"['citrus_fruit', 'rolls/buns', 'specialty_bar']",3
id_2751,"['soda', 'misc_beverages', 'candy']",3
id_2752,"['pastry', 'long_life_bakery_product', 'waffles', 'napkins']",4
id_2754,"['soda', 'fruit/vegetable_juice']",2
id_2757,"['yogurt', 'specialty_bar']",2
id_2758,"['frankfurter', 'onions', 'pickled_vegetables']",3
id_2761,"['frankfurter', 'packaged_fruit/vegetables', 'soft_cheese', 'soda']",4
id_2762,"['citrus_fruit', 'tropical_fruit', 'prosecco']",3
id_2763,"['beef', 'whole_milk', 'white_bread']",3
id_2765,"['tropical_fruit', 'pip_fruit']",2
id_2767,"['chicken', 'tropical_fruit', 'yogurt']",3
id_2768,"['root_vegetables', 'herbs']",2
id_2772,"['meat', 'rolls/buns']",2
id_2773,"['pastry', 'cake_bar']",2
id_2774,"['yogurt', 'bottled_water', 'syrup', 'specialty_bar']",4
id_2775,"['whole_milk', 'brown_bread', 'soda']",3
id_2776,"['pip_fruit', 'other_vegetables', 'frozen_meals']",3
id_2782,"['soda', 'specialty_bar']",2
id_2785,"['yogurt', 'soft_cheese', 'rolls/buns', 'specialty_bar']",4
id_2786,"['turkey', 'beef', 'root_vegetables', 'whole_milk']",4
id_2788,"['chicken', 'bottled_water']",2
id_2789,"['tropical_fruit', 'other_vegetables', 'yogurt']",3
id_2791,"['uht-milk', 'hygiene_articles', 'napkins', 'cling_film/bags']",4
id_2793,"['coffee', 'shopping_bags']",2
id_2794,"['citrus_fruit', 'other_vegetables', 'canned_fish', 'bottled_water']",4
id_2796,"['whole_milk', 'yogurt', 'coffee']",3
id_2797,"['whipped/sour_cream', 'rolls/buns']",2
id_2798,"['butter_milk', 'salt', 'vinegar', 'cat_food']",4
id_2799,"['frankfurter', 'butter_milk', 'rolls/buns', 'coffee']",4
id_2802,"['chicken', 'other_vegetables', 'oil']",3
id_2803,"['whole_milk', 'newspapers']",2
id_2805,"['bottled_water', 'soda', 'misc_beverages', 'flower_soil/fertilizer']",4
id_2807,"['beverages', 'rolls/buns']",2
id_2810,"['other_vegetables', 'curd', 'yogurt', 'shopping_bags']",4
id_2811,"['packaged_fruit/vegetables', 'frozen_fish', 'napkins']",3
id_2812,"['soda', 'napkins']",2
id_2813,"['liver_loaf', 'rolls/buns', 'soda']",3
id_2815,"['meat', 'butter', 'pastry', 'soda']",4
id_2816,"['beef', 'other_vegetables', 'whole_milk', 'yogurt']",4
id_2818,"['chicken', 'whole_milk']",2
id_2819,"['bottled_water', 'soda']",2
id_2820,"['ice_cream', 'brown_bread', 'bottled_water', 'soda']",4
id_2823,"['other_vegetables', 'rolls/buns']",2
id_2825,"['root_vegetables', 'packaged_fruit/vegetables', 'pastry']",3
id_2826,"['rolls/buns', 'soda']",2
id_2827,"['herbs', 'packaged_fruit/vegetables']",2
id_2831,"['other_vegetables', 'whole_milk']",2
id_2834,"['ice_cream', 'frozen_dessert']",2
id_2835,"['pastry', 'soda']",2
id_2837,"['baking_powder', 'soda', 'shopping_bags']",3
id_2838,"['berries', 'other_vegetables']",2
id_2842,"['rolls/buns', 'soda']",2
id_2843,"['fish', 'coffee']",2
id_2844,"['tropical_fruit', 'onions']",2
id_2845,"['other_vegetables', 'butter_milk', 'cream_cheese', 'rolls/buns']",4
id_2846,"['margarine', 'flower_(seeds)']",2
id_2847,"['other_vegetables', 'rolls/buns', 'soda']",3
id_2848,"['soda', 'specialty_bar']",2
id_2849,"['pip_fruit', 'soft_cheese']",2
id_2850,"['tropical_fruit', 'margarine']",2
id_2851,"['other_vegetables', 'butter_milk', 'rolls/buns', 'meat_spreads']",4
id_2852,"['pastry', 'soda']",2
id_2853,"['frankfurter', 'rolls/buns', 'soda']",3
id_2854,"['domestic_eggs', 'rolls/buns']",2
id_2855,"['rolls/buns', 'canned_fish']",2
id_2856,"['domestic_eggs', 'soda', 'hygiene_articles']",3
id_2857,"['citrus_fruit', 'butter']",2
id_2858,"['ice_cream', 'brown_bread']",2
id_2859,"['pip_fruit', 'whole_milk', 'newspapers']",3
id_2860,"['soda', 'soap']",2
id_2861,"['other_vegetables', 'snack_products']",2
id_2862,"['beef', 'root_vegetables']",2
id_2866,"['pastry', 'canned_fish', 'salty_snack', 'waffles']",4
id_2867,"['whipped/sour_cream', 'curd_cheese', 'specialty_chocolate', 'abrasive_cleaner']",4
id_2870,"['salty_snack', 'newspapers', 'photo/film']",3
id_2873,"['frozen_meals', 'soda']",2
id_2874,"['citrus_fruit', 'dessert', 'seasonal_products']",3
id_2875,"['domestic_eggs', 'brown_bread', 'fruit/vegetable_juice', 'waffles']",4
id_2880,"['salty_snack', 'specialty_bar', 'napkins', 'newspapers']",4
id_2881,"['citrus_fruit', 'specialty_bar']",2
id_2882,"['ice_cream', 'soda']",2
id_2883,"['yogurt', 'soda']",2
id_2884,"['pastry', 'soda', 'specialty_bar']",3
id_2885,"['whipped/sour_cream', 'frozen_vegetables']",2
id_2887,"['fish', 'other_vegetables', 'white_bread', 'soda']",4
id_2889,"['pot_plants', 'shopping_bags']",2
id_2890,"['berries', 'salty_snack', 'nut_snack']",3
id_2891,"['white_bread', 'semi-finished_bread', 'soda']",3
id_2893,"['cream_cheese', 'rolls/buns', 'soda', 'chewing_gum']",4
id_2894,"['berries', 'soda']",2
id_2897,"['ice_cream', 'kitchen_towels']",2
id_2898,"['frankfurter', 'rolls/buns', 'chocolate']",3
id_2900,"['fruit/vegetable_juice', 'chocolate']",2
id_2901,"['beverages', 'cream_cheese', 'rolls/buns']",3
id_2903,"['tropical_fruit', 'soda']",2
id_2907,"['specialty_chocolate', 'newspapers']",2
id_2908,"['whole_milk', 'whipped/sour_cream', 'pot_plants']",3
id_2910,"['grapes', 'berries', 'pet_care', 'pot_plants']",4
id_2912,"['other_vegetables', 'whole_milk', 'curd']",3
id_2913,"['root_vegetables', 'other_vegetables']",2
id_2915,"['rolls/buns', 'misc_beverages']",2
id_2916,"['citrus_fruit', 'coffee']",2
id_2917,"['chicken', 'whole_milk']",2
id_2920,"['soap', 'napkins']",2
id_2922,"['cereals', 'pet_care', 'salty_snack', 'shopping_bags']",4
id_2925,"['tropical_fruit', 'yogurt', 'rolls/buns', 'waffles']",4
id_2926,"['yogurt', 'long_life_bakery_product']",2
id_2927,"['packaged_fruit/vegetables', 'soda', 'napkins']",3
id_2928,"['cream_cheese', 'rolls/buns']",2
id_2929,"['curd', 'rolls/buns']",2
id_2930,"['whole_milk', 'beverages']",2
id_2933,"['butter', 'white_bread']",2
id_2934,"['cooking_chocolate', 'female_sanitary_products']",2
id_2935,"['zwieback', 'long_life_bakery_product']",2
id_2936,"['cream_cheese', 'specialty_chocolate']",2
id_2939,"['whole_milk', 'cake_bar']",2
id_2942,"['domestic_eggs', 'chocolate_marshmallow', 'newspapers']",3
id_2943,"['butter_milk', 'coffee']",2
id_2944,"['whole_milk', 'dessert', 'pastry', 'long_life_bakery_product']",4
id_2945,"['beef', 'citrus_fruit', 'pip_fruit']",3
id_2950,"['frozen_fish', 'chocolate_marshmallow', 'candy', 'male_cosmetics']",4
id_2951,"['whole_milk', 'rolls/buns', 'pastry']",3
id_2954,"['frankfurter', 'other_vegetables', 'dessert']",3
id_2955,"['whole_milk', 'newspapers']",2
id_2956,"['rolls/buns', 'soda']",2
id_2958,"['whole_milk', 'ice_cream', 'soda']",3
id_2959,"['yogurt', 'frozen_meals', 'soda']",3
id_2960,"['tropical_fruit', 'pip_fruit', 'whole_milk']",3
id_2961,"['whole_milk', 'pastry', 'newspapers']",3
id_2962,"['pip_fruit', 'frozen_meals', 'soda', 'shopping_bags']",4
id_2964,"['berries', 'newspapers']",2
id_2965,"['brown_bread', 'meat_spreads', 'bottled_water', 'fruit/vegetable_juice']",4
id_2968,"['citrus_fruit', 'hygiene_articles', 'cling_film/bags']",3
